,d_error_np,g_error_np,fake_acc_np,real_acc_np,num_ex_np
0,3.911454200744629,0.07670162618160248,98.4375,100.0,32064
1,3.4432098865509033,0.16271504759788513,85.9375,100.0,64064
2,3.1083030700683594,0.31457775831222534,90.5142822265625,80.56714630126953,70000
3,3.4447381496429443,0.23903100192546844,90.625,87.5,102064
4,4.642548084259033,0.1041736900806427,100.0,96.875,134064
5,3.607865571975708,0.2061256766319275,90.15428924560547,94.18142700195312,140000
6,3.298452615737915,0.11389380693435669,93.75,100.0,172064
7,1.9426836967468262,0.1723417341709137,85.9375,96.875,204064
8,3.4333651065826416,0.20549529790878296,89.9914321899414,94.48857116699219,210000
9,2.385653495788574,0.301963210105896,84.375,89.0625,242064
10,1.3362205028533936,0.24257363379001617,87.5,93.75,274064
11,2.3868815898895264,0.32211679220199585,83.35428619384766,89.32286071777344,280000
12,2.28477144241333,0.3362863063812256,96.875,79.6875,312064
13,1.2681541442871094,0.46006208658218384,73.4375,76.5625,344064
14,1.8827680349349976,0.3918200433254242,78.6585693359375,85.97000122070312,350000
15,1.4831163883209229,0.518348753452301,59.375,92.1875,382064
16,1.210329532623291,0.43085557222366333,70.3125,90.625,414064
17,1.4900227785110474,0.47319281101226807,72.72714233398438,81.4528579711914,420000
18,1.1023372411727905,0.5003694295883179,60.9375,84.375,452064
19,1.219452977180481,0.5291717648506165,64.0625,82.8125,484064
20,1.3330706357955933,0.5122331976890564,69.44999694824219,79.23285675048828,490000
21,1.1550759077072144,0.504193902015686,68.75,82.8125,522064
22,1.3693501949310303,0.6250796318054199,87.5,43.75,554064
23,1.224434494972229,0.5420677661895752,67.5199966430664,76.8085708618164,560000
24,0.9433377385139465,0.6211308836936951,57.8125,75.0,592064
25,1.0404655933380127,0.5987220406532288,71.875,53.125,624064
26,1.114377737045288,0.5730183720588684,64.82571411132812,74.22428894042969,630000
27,0.9780686497688293,0.5104948878288269,65.625,84.375,662064
28,1.0077656507492065,0.5853224992752075,56.25,82.8125,694064
29,1.0532211065292358,0.5898186564445496,63.485713958740234,72.80142974853516,700000
30,0.9699698090553284,0.5975040197372437,70.3125,68.75,732064
31,1.3014702796936035,0.5905956029891968,82.8125,57.8125,764064
32,1.0142799615859985,0.601002037525177,62.15571594238281,71.65714263916016,770000
33,1.0621254444122314,0.6047853827476501,76.5625,56.25,802064
34,0.9786679744720459,0.6393215656280518,76.5625,45.3125,834064
35,0.9770947694778442,0.6110237240791321,60.825714111328125,70.75142669677734,840000
36,0.8595980405807495,0.5965015888214111,53.125,82.8125,872064
37,1.0203664302825928,0.6037388443946838,57.8125,78.125,904064
38,0.9432012438774109,0.622139036655426,59.202857971191406,69.94428253173828,910000
39,0.8606072068214417,0.6040488481521606,45.3125,81.25,942064
40,0.9602062702178955,0.6244100332260132,70.3125,54.6875,974064
41,0.923963725566864,0.6274873614311218,58.924285888671875,69.2699966430664,980000
42,0.7612295746803284,0.6290226578712463,51.5625,81.25,1012064
43,0.8996030688285828,0.6278808116912842,81.25,57.8125,1044064
44,0.8939146399497986,0.6357173919677734,58.001426696777344,68.11285400390625,1050000
45,0.8243213891983032,0.6164769530296326,59.375,67.1875,1082064
46,0.9584499001502991,0.6434204578399658,50.0,70.3125,1114064
47,0.8815855979919434,0.6391350030899048,57.577144622802734,67.75428771972656,1120000
48,0.8729845285415649,0.6397831439971924,56.25,67.1875,1152064
49,0.8357288837432861,0.6225959062576294,62.5,59.375,1184064
50,0.8655775189399719,0.6453158259391785,56.55428695678711,67.0142822265625,1190000
51,0.7866953611373901,0.6499477028846741,60.9375,59.375,1222064
52,0.8258965611457825,0.6334332823753357,68.75,57.8125,1254064
53,0.8493951559066772,0.6487429141998291,56.11000061035156,66.37285614013672,1260000
54,1.023647427558899,0.6979838013648987,59.375,57.8125,1292064
55,0.8567321300506592,0.6459437012672424,50.0,65.625,1324064
56,0.8405153751373291,0.651197075843811,55.5528564453125,66.0914306640625,1330000
57,0.9031074047088623,0.6768594980239868,29.6875,89.0625,1362064
58,0.7216963171958923,0.6862336993217468,42.1875,70.3125,1394064
59,0.8422175645828247,0.6523981690406799,55.81428527832031,65.91714477539062,1400000
60,0.8507134914398193,0.6860165596008301,42.1875,60.9375,1432064
61,0.956449031829834,0.6699259281158447,70.3125,46.875,1464064
62,0.8273709416389465,0.6550213098526001,55.145713806152344,65.7442855834961,1470000
63,0.8860671520233154,0.666580080986023,62.5,60.9375,1502064
64,0.77828049659729,0.6625298261642456,54.6875,65.625,1534064
