,d_error_np,g_error_np,fake_acc_np,real_acc_np,num_ex_np
0,3.1114349365234375,0.2538132667541504,89.0625,100.0,3264
1,3.0716373920440674,0.20396672189235687,95.3125,98.4375,6464
2,3.084991931915283,0.23956920206546783,92.1875,100.0,9664
3,1.3906646966934204,0.5027121901512146,79.6875,75.0,12864
4,1.085731029510498,0.6139992475509644,60.9375,75.0,16064
5,1.3015638589859009,0.5019601583480835,81.25,82.8125,19264
6,1.3153903484344482,0.650255560874939,73.4375,54.6875,22464
7,2.3605270385742188,0.491868793964386,71.875,92.1875,25664
8,2.296250343322754,0.48302721977233887,79.6875,87.5,28864
9,1.1956126689910889,0.7025115489959717,60.9375,53.125,32064
10,1.0344688892364502,0.7241052985191345,45.3125,59.375,35264
11,1.12178635597229,0.7122825384140015,57.8125,43.75,38464
12,1.1881150007247925,0.7498923540115356,26.5625,79.6875,41664
13,1.1887270212173462,0.6922075748443604,48.4375,62.5,44864
14,1.1489832401275635,0.6192729473114014,62.5,71.875,48064
15,1.3734875917434692,0.6614196300506592,48.4375,68.75,51264
16,1.2943086624145508,0.5902584791183472,71.875,68.75,54464
17,1.1355981826782227,0.6245111227035522,62.5,64.0625,57664
18,1.6790096759796143,0.5886114239692688,65.0199966430664,71.8933334350586,60000
19,1.0908305644989014,0.6664760708808899,26.5625,92.1875,66464
20,1.1592762470245361,0.6656901240348816,51.5625,76.5625,72864
21,1.1739253997802734,0.8323765993118286,28.125,42.1875,79264
22,0.8856856226921082,0.7830606698989868,53.125,31.25,85664
23,1.0712369680404663,0.6624174118041992,60.9375,51.5625,92064
24,0.9162037968635559,0.7109338045120239,46.875,53.125,98464
25,0.9568355083465576,0.7473546266555786,45.3125,37.5,104864
26,0.8092179298400879,0.6894466280937195,59.375,54.6875,111264
27,0.8693512082099915,0.702221155166626,51.5625,50.0,117664
28,0.9785522818565369,0.7065866589546204,52.41166687011719,52.5,120000
29,0.8471925258636475,0.6757615804672241,54.6875,54.6875,126464
30,0.908586859703064,0.65626460313797,60.9375,57.8125,132864
31,0.8306269645690918,0.7610616683959961,25.0,45.3125,139264
32,1.0431549549102783,0.653423547744751,79.6875,43.75,145664
33,1.1168544292449951,0.6278259754180908,76.5625,60.9375,152064
34,1.1521551609039307,0.6157385110855103,60.9375,76.5625,158464
35,0.9114358425140381,0.6864058971405029,53.125,56.25,164864
36,0.9071503281593323,0.6644889116287231,51.5625,73.4375,171264
37,1.0945494174957275,0.640210747718811,51.5625,89.0625,177664
38,0.937446117401123,0.6768521666526794,56.99166488647461,57.4466667175293,180000
39,1.0021387338638306,0.6743829846382141,73.4375,48.4375,212064
40,0.8926171064376831,0.6889244914054871,54.85499954223633,55.30666732788086,240000
41,0.9016485810279846,0.7090413570404053,31.25,71.875,272064
42,0.8226925134658813,0.7005618810653687,51.973331451416016,51.42333221435547,300000
43,0.747022271156311,0.6873277425765991,53.125,43.75,332064
44,0.7827441096305847,0.7042064070701599,50.71666717529297,49.856666564941406,360000
45,0.6186179518699646,0.7815570831298828,7.8125,50.0,392064
46,0.763914942741394,0.7048000693321228,49.44499969482422,49.14500045776367,420000
47,0.732624888420105,0.7064372301101685,54.6875,50.0,452064
48,0.7573696970939636,0.7040108442306519,49.413333892822266,48.57666778564453,480000
49,0.7745838165283203,0.6834824681282043,17.1875,85.9375,512064
50,0.7572741508483887,0.7003843784332275,49.869998931884766,49.86166763305664,540000
51,0.7353637218475342,0.7457110285758972,34.375,26.5625,572064
52,0.7606456875801086,0.6990055441856384,50.20000076293945,50.3466682434082,600000
53,0.7297399640083313,0.7147449851036072,12.5,68.75,632064
54,0.7564904093742371,0.6989920735359192,50.349998474121094,49.96666717529297,660000
55,0.7213486433029175,0.698544442653656,48.4375,42.1875,692064
56,0.7505515217781067,0.7001183032989502,49.77333450317383,49.50666809082031,720000
57,0.7653103470802307,0.6961748003959656,65.625,37.5,752064
58,0.752176821231842,0.697462797164917,50.66166687011719,50.06999969482422,780000
59,0.7357131242752075,0.6901280283927917,57.8125,51.5625,812064
60,0.752196192741394,0.6980222463607788,50.413333892822266,50.35499954223633,840000
61,0.7344706058502197,0.7005738019943237,62.5,43.75,872064
62,0.7558338642120361,0.6948583126068115,51.5433349609375,51.38166809082031,900000
63,0.7451382875442505,0.7083781361579895,60.9375,40.625,932064
64,0.7553200721740723,0.6969487071037292,51.1966667175293,50.810001373291016,960000
65,0.7803549766540527,0.6600761413574219,57.8125,67.1875,992064
66,0.7536017298698425,0.6958211660385132,51.79833221435547,51.0283317565918,1020000
67,0.6978285312652588,0.7184671759605408,40.625,42.1875,1052064
68,0.7542218565940857,0.6943590641021729,51.96333312988281,51.8849983215332,1080000
69,0.7375432252883911,0.7005718946456909,48.4375,51.5625,1112064
70,0.7569620609283447,0.6940019130706787,52.11833190917969,52.1683349609375,1140000
71,0.6784073114395142,0.7063571810722351,59.375,50.0,1172064
72,0.7522005438804626,0.6958227157592773,51.4900016784668,51.23500061035156,1200000
