,d_error_np,g_error_np,fake_acc_np,real_acc_np,num_ex_np
0,2.689366340637207,0.13025355339050293,100.0,100.0,3264
1,3.054666519165039,0.24695676565170288,98.4375,92.1875,6464
2,1.9574635028839111,0.3287174105644226,92.1875,95.3125,9664
3,1.807011365890503,0.3425593972206116,92.1875,95.3125,12864
4,1.266381859779358,0.33767783641815186,87.5,96.875,16064
5,1.3974010944366455,0.2971017062664032,92.1875,100.0,19264
6,1.2916748523712158,0.37997350096702576,84.375,98.4375,22464
7,2.4661920070648193,0.4798778295516968,98.4375,59.375,25664
8,1.0141974687576294,0.4073978662490845,82.8125,100.0,28864
9,0.9388903975486755,0.42309659719467163,60.9375,100.0,32064
10,0.9525978565216064,0.35980549454689026,89.0625,100.0,35264
11,1.9626765251159668,0.4156121015548706,98.4375,75.0,38464
12,1.577052116394043,0.41891151666641235,96.875,82.8125,41664
13,1.1359621286392212,0.4386000633239746,78.125,96.875,44864
14,1.73655366897583,0.5280966758728027,100.0,37.5,48064
15,1.5493476390838623,0.44142740964889526,68.75,96.875,51264
16,1.140128254890442,0.4502066373825073,90.625,85.9375,54464
17,1.4458942413330078,0.4512806534767151,85.9375,95.3125,57664
18,1.2339954376220703,0.5056002140045166,78.125,89.0625,60864
19,1.7204337120056152,0.4887499213218689,100.0,48.4375,64064
20,1.3825093507766724,0.4866025745868683,95.3125,78.125,67264
21,1.6224737167358398,0.4082345962524414,84.27571105957031,84.72428894042969,70000
22,1.727738618850708,0.48441946506500244,100.0,62.5,76464
23,0.6763525009155273,0.5204380750656128,26.5625,100.0,82864
24,0.5332268476486206,0.6970443725585938,10.9375,95.3125,89264
25,1.658414602279663,0.3932444155216217,100.0,76.5625,95664
26,1.8683221340179443,0.4232120215892792,100.0,59.375,102064
27,1.3969542980194092,0.34394752979278564,100.0,100.0,108464
28,1.905317783355713,0.36748501658439636,100.0,84.375,114864
29,0.8540618419647217,0.3598953187465668,76.5625,100.0,121264
