,d_error_np,g_error_np,fake_acc_np,real_acc_np,num_ex_np
0,3.6999175548553467,0.13926962018013,90.234375,100.0,25856
1,3.7026400566101074,0.2892480194568634,94.921875,85.15625,51456
2,3.9457108974456787,0.3028908967971802,90.234375,90.234375,77056
3,3.5862374305725098,0.4480850100517273,50.78125,100.0,102656
4,3.64814829826355,0.5986678600311279,35.9375,100.0,128256
5,3.6718990802764893,0.22806307673454285,87.109375,98.4375,153856
6,4.488691329956055,0.19739076495170593,91.40625,98.4375,179456
7,5.758023262023926,0.34072667360305786,84.91009521484375,86.77387237548828,202599
8,2.2150542736053467,0.36566510796546936,66.796875,100.0,228455
9,4.108738422393799,0.2743224799633026,73.828125,100.0,254055
10,6.595167636871338,0.3430730998516083,97.265625,67.578125,279655
11,2.9932479858398438,0.2712319493293762,92.578125,84.765625,305255
12,7.852300643920898,0.699413537979126,99.609375,25.78125,330855
13,5.75211763381958,0.38274282217025757,98.828125,60.9375,356455
14,2.661673069000244,0.2149556279182434,87.109375,98.046875,382055
15,4.14896297454834,0.3307645320892334,85.2773208618164,87.24130249023438,405198
16,4.091971397399902,0.21483074128627777,83.984375,100.0,431054
17,6.262956619262695,0.5302358269691467,99.609375,40.625,456654
18,2.518056869506836,0.30471712350845337,75.390625,97.65625,482254
19,5.5577712059021,0.4017602205276489,96.484375,64.453125,507854
20,3.086794137954712,0.27025991678237915,92.1875,91.796875,533454
21,5.339035987854004,0.32936689257621765,100.0,66.796875,559054
22,4.945169448852539,0.2826823890209198,98.828125,80.46875,584654
23,3.5141286849975586,0.3416130542755127,85.52510070800781,86.68305206298828,607797
24,2.648374080657959,0.24007467925548553,88.28125,98.828125,633653
25,3.0461602210998535,0.2603779733181,95.703125,87.890625,659253
26,2.945796251296997,0.25197601318359375,92.96875,93.359375,684853
27,4.0984392166137695,0.31228458881378174,96.09375,79.6875,710453
28,3.350205659866333,0.22523382306098938,96.484375,94.53125,736053
29,2.5792667865753174,0.27148428559303284,78.515625,99.609375,761653
30,1.2240709066390991,0.3992672264575958,54.296875,100.0,787253
31,2.8602757453918457,0.37380099296569824,84.31334686279297,84.94464111328125,810396
32,0.9017611145973206,0.4693257510662079,42.578125,99.609375,836252
33,4.196299076080322,0.6929909586906433,100.0,19.921875,861852
34,2.124229907989502,0.2693823575973511,83.59375,100.0,887452
35,0.5250192880630493,0.595956027507782,27.734375,100.0,913052
36,1.1899391412734985,0.292640745639801,77.734375,100.0,938652
37,2.2003657817840576,0.2432481050491333,91.40625,100.0,964252
38,1.5633387565612793,0.36900070309638977,80.46875,92.578125,989852
39,2.4114458560943604,0.39066797494888306,83.08432006835938,83.30593872070312,1012995
